Date,Confirmed,Recovered,Deaths
2020/9/25,5903932,4849584,93379
2020/9/26,5992532,4941627,94503
2020/9/27,6074702,5016520,95542
2020/9/28,6145291,5101397,96318
2020/9/29,6225763,5187825,97497
2020/9/30,6312584,5273201,98678
2020/10/1,6394068,5352078,99773
2020/10/2,6473544,5427706,100842
2020/10/3,6549373,5509966,101782
2020/10/4,6623815,5586703,102685
2020/10/5,6685082,5662490,103569
2020/10/6,6757131,5744693,104555
2020/10/7,6835655,5827704,105526
2020/10/8,6906151,5906069,106490
2020/10/9,6979423,5988822,107416
2020/10/10,7053806,6077976,108334
2020/10/11,7120538,6149535,109150
2020/10/12,7175880,6227295,109856
2020/10/13,7239389,6301927,110586
2020/10/14,7307097,6383441,111266
2020/10/15,7370468,6453779,112161
2020/10/16,7432680,6524595,112998
2020/10/17,7494551,6597209,114031
2020/10/18,7550273,6663608,114610
2020/10/19,7597063,6733328,115197
2020/10/20,7651107,6795103,115914
2020/10/21,7706946,6874518,116616
2020/10/22,7761312,6948497,117306
2020/10/23,7814682,7016046,117956
2020/10/24,7864811,7078123,118534
2020/10/25,7909959,7137228,119014
2020/10/26,7946429,7201070,119502
2020/10/27,7990322,7259509,120010
2020/10/28,8040203,7315989,120527
2020/10/29,8088851,7373375,121090
2020/10/30,8137119,7432829,121641
2020/10/31,8184082,7491513,122111
2020/11/1,8229313,7544798,122607
2020/11/2,8267623,7603121,123097
2020/11/3,8313876,7656478,123611
2020/11/4,8364086,7711809,124315
2020/11/5,8411724,7765966,124985
2020/11/6,8462080,7819886,125562
2020/11/7,8507754,7868968,126121
2020/11/8,8553657,7917373,126611
2020/11/9,8591730,7959406,127059
2020/11/10,8636011,8013783,127571
2020/11/11,8683916,8066501,128121
2020/11/12,8728795,8115580,128668
2020/11/13,8773479,8163572,129188
2020/11/14,8814579,8205728,129635
2020/11/15,8845127,8249579,130070
2020/11/16,8874290,8290370,130519
2020/11/17,8912907,8335109,130993
2020/11/18,8958483,8383602,131578
2020/11/19,9004365,8428409,132162
2020/11/20,9050597,8478124,132726
2020/11/21,9095806,8521617,133227
2020/11/22,9139865,8562641,133738
2020/11/23,9177840,8604955,134218
2020/11/24,9222216,8642771,134699
2020/11/25,9266705,8679138,135223
2020/11/26,9309787,8718517,135715
2020/11/27,9351109,8759969,136200
2020/11/28,9392919,8802267,136696
2020/11/29,9431691,8847600,137139
2020/11/30,9462809,8889585,137621
2020/12/1,9499413,8932647,138122
2020/12/2,9534964,8973373,138648
2020/12/3,9571559,9016289,139188
2020/12/4,9608211,9058822,139700
2020/12/5,9644222,9100792,140182
2020/12/6,9677203,9139901,140573
2020/12/7,9703770,9178946,140958
2020/12/8,9735850,9215581,141360
2020/12/9,9767371,9253306,141772
2020/12/10,9796744,9290809,142185
2020/12/11,9826775,9324328,142628
2020/12/12,9857029,9357464,143019
2020/12/13,9884100,9388159,143355
2020/12/14,9906165,9422636,143709
2020/12/15,9932547,9456449,144096
2020/12/16,9956557,9489740,144451
2020/12/17,9979447,9520827,144789
2020/12/18,10004599,9550712,145136
2020/12/19,10031223,9580402,145477
2020/12/20,10055560,9606111,145810
2020/12/21,10075116,9636487,146111
2020/12/22,10099066,9663382,146444
2020/12/23,10123778,9693173,146756
2020/12/24,10146845,9717834,147092
2020/12/25,10169118,9740108,147343
2020/12/26,10187850,9761538,147622
2020/12/27,10207871,9782669,147901
2020/12/28,10224303,9807569,148153
2020/12/29,10244852,9834141,148439
2020/12/30,10266674,9860280,148738
2020/12/31,10266674,9860280,148738
2021/1/1,10286709,9883461,148994
2021/1/2,10323965,9927310,149435
2021/1/3,10340469,9946867,149649
2021/1/4,10356844,9975958,149850
2021/1/5,10374932,9997272,150114
2021/1/6,10395278,10016859,150336
2021/1/7,10413417,10037398,150570
2021/1/8,10413417,10037398,150570
2021/1/9,10450284,10075950,150999
2021/1/10,10466595,10092909,151160
2021/1/11,10479179,10111294,151327
2021/1/12,10495147,10129111,151529
2021/1/13,10512093,10146763,151727
2021/1/14,10527683,10162738,151918
2021/1/15,10542841,10179715,152093
2021/1/16,10557985,10196885,152274
2021/1/17,10571773,10211342,152419
2021/1/18,10581823,10228753,152556
2021/1/19,10595639,10245741,152718
2021/1/20,10610883,10265706,152869
2021/1/21,10625428,10283702,153032
2021/1/22,10639684,10300838,153184
2021/1/23,10654533,10316786,153339
2021/1/24,10667736,10330084,153470
2021/1/25,10676838,10345985,153587
2021/1/26,10689527,10359305,153724
2021/1/27,10701193,10373606,153847
2021/1/28,10720048,10394352,154010
2021/1/29,10733130,10409146,154147
2021/1/30,10746174,10423109,154274
2021/1/31,10757610,10434983,154392
2021/2/1,10766245,10448406,154486
2021/2/2,10777284,10462631,154596
2021/2/3,10790183,10480455,154703
2021/2/4,10802591,10496308,154823
2021/2/5,10814304,10510796,154918
2021/2/6,10826363,10522601,154996
2021/2/7,10838194,10534505,155080
2021/2/8,10847304,10548521,155158
2021/2/9,10858371,10561608,155252
2021/2/10,10871294,10573372,155360
2021/2/11,10880603,10589230,155447
2021/2/12,10892746,10600625,155550
2021/2/13,10904940,10611731,155642
2021/2/14,10916589,10621220,155732
2021/2/15,10925710,10633025,155813
2021/2/16,10937320,10644858,155913
2021/2/17,10950201,10656845,156014
2021/2/18,10963394,10667741,156111
2021/2/19,10977387,10678048,156212
2021/2/20,10991651,10689715,156302
2021/2/21,11005850,10699410,156385
2021/2/22,11016434,10712665,156463
2021/2/23,11030176,10726702,156567
2021/2/24,11046914,10738501,156705
2021/2/25,11063491,10750680,156825
2021/2/26,11079979,10763451,156938
2021/2/27,11096731,10775169,157051
2021/2/28,11112241,10786452,157157
2021/3/1,11124527,10798921,157248
2021/3/2,11139516,10812044,157346
2021/3/3,11156923,10826075,157435
2021/3/4,11173761,10839894,157548
2021/3/5,11192045,10854126,157656
2021/3/6,11210799,10868520,157756
2021/3/7,11229398,10882798,157853
2021/3/8,11244786,10899394,157930
2021/3/9,11262707,10920046,158063
2021/3/10,11285561,10938146,158189
2021/3/11,11308846,10953303,158306
2021/3/12,11333728,10973260,158446
2021/3/13,11359048,10989897,158607
2021/3/14,11385339,11007352,158725
2021/3/15,11409831,11027543,158856
2021/3/16,11438734,11045284,159044
2021/3/17,11474605,11063025,159216
2021/3/18,11514331,11083679,159370
