Date,Confirmed,Recovered,Deaths
2020/1/22,1,0,0
2020/1/23,1,0,0
2020/1/24,2,0,0
2020/1/25,2,0,0
2020/1/26,3,0,0
2020/1/27,4,0,0
2020/1/28,4,0,0
2020/1/29,4,0,0
2020/1/30,4,0,0
2020/1/31,11,0,0
2020/2/1,12,0,0
2020/2/2,15,0,0
2020/2/3,15,0,0
2020/2/4,16,0,0
2020/2/5,19,0,0
2020/2/6,23,0,0
2020/2/7,24,1,0
2020/2/8,24,1,0
2020/2/9,25,3,0
2020/2/10,27,3,0
2020/2/11,28,3,0
2020/2/12,28,7,0
2020/2/13,28,7,0
2020/2/14,28,7,0
2020/2/15,28,9,0
2020/2/16,29,9,0
2020/2/17,30,10,0
2020/2/18,31,12,0
2020/2/19,31,12,0
2020/2/20,104,16,1
2020/2/21,204,16,2
2020/2/22,433,16,2
2020/2/23,602,18,6
2020/2/24,833,18,8
2020/2/25,977,22,10
2020/2/26,1261,22,12
2020/2/27,1766,22,13
2020/2/28,2337,22,13
2020/2/29,3150,27,16
2020/3/1,3736,30,17
2020/3/2,4335,30,28
2020/3/3,5186,30,28
2020/3/4,5621,41,35
2020/3/5,6088,41,35
2020/3/6,6593,135,42
2020/3/7,7041,135,44
2020/3/8,7314,118,50
2020/3/9,7478,118,53
2020/3/10,7513,247,54
2020/3/11,7755,288,60
2020/3/12,7869,333,66
2020/3/13,7979,510,66
2020/3/14,8086,510,72
2020/3/15,8162,510,75
2020/3/16,8236,1137,75
2020/3/17,8320,1407,81
2020/3/18,8413,1540,84
2020/3/19,8565,1540,91
2020/3/20,8652,1540,94
2020/3/21,8799,1540,102
2020/3/22,8961,2909,111
2020/3/23,8961,2909,111
2020/3/24,9037,3507,120
2020/3/25,9137,3730,126
2020/3/26,9241,4144,131
2020/3/27,9332,4528,139
2020/3/28,9478,4811,144
2020/3/29,9583,5033,152
2020/3/30,9661,5228,158
2020/3/31,9786,5408,162
2020/4/1,9887,5567,165
2020/4/2,9976,5828,169
2020/4/3,10062,6021,174
2020/4/4,10156,6325,177
2020/4/5,10237,6463,183
2020/4/6,10284,6598,186
2020/4/7,10331,6694,192
2020/4/8,10384,6776,200
2020/4/9,10423,6973,204
2020/4/10,10450,7117,208
2020/4/11,10480,7243,211
2020/4/12,10512,7368,214
2020/4/13,10537,7447,217
2020/4/14,10564,7534,222
2020/4/15,10591,7616,225
2020/4/16,10613,7757,229
2020/4/17,10635,7829,230
2020/4/18,10653,7937,232
2020/4/19,10661,8042,234
2020/4/20,10674,8114,236
2020/4/21,10683,8213,237
2020/4/22,10694,8277,238
2020/4/23,10708,8501,240
2020/4/24,10718,8635,240
2020/4/25,10728,8717,242
2020/4/26,10738,8764,243
2020/4/27,10752,8854,244
2020/4/28,10761,8922,246
2020/4/29,10765,9059,247
2020/4/30,10774,9072,248
2020/5/1,10780,9123,250
2020/5/2,10793,9183,250
2020/5/3,10801,9217,252
2020/5/4,10804,9283,254
2020/5/5,10806,9333,255
2020/5/6,10810,9419,256
2020/5/7,10822,9484,256
2020/5/8,10840,9568,256
2020/5/9,10874,9610,256
2020/5/10,10909,9632,256
2020/5/11,10936,9670,258
2020/5/12,10962,9695,259
2020/5/13,10991,9762,260
2020/5/14,11018,9821,260
2020/5/15,11037,9851,262
2020/5/16,11050,9888,262
2020/5/17,11065,9904,263
2020/5/18,11078,9938,263
2020/5/19,11110,10066,263
2020/5/20,11122,10135,264
2020/5/21,11142,10162,264
2020/5/22,11165,10194,266
2020/5/23,11190,10213,266
2020/5/24,11206,10226,267
2020/5/25,11225,10275,269
2020/5/26,11265,10295,269
2020/5/27,11344,10340,269
2020/5/28,11402,10363,269
2020/5/29,11441,10398,269
2020/5/30,11468,10405,270
2020/5/31,11503,10422,271
2020/6/1,11541,10446,272
2020/6/2,11590,10467,273
2020/6/3,11629,10499,273
2020/6/4,11668,10506,273
2020/6/5,11719,10531,273
2020/6/6,11776,10552,273
2020/6/7,11814,10563,273
2020/6/8,11852,10589,274
2020/6/9,11902,10611,276
2020/6/10,11947,10654,276
2020/6/11,12003,10669,277
2020/6/12,12051,10691,277
2020/6/13,12085,10718,277
2020/6/14,12121,10730,277
2020/6/15,12155,10760,278
2020/6/16,12198,10774,279
2020/6/17,12257,10800,280
2020/6/18,12306,10835,280
2020/6/19,12373,10856,280
2020/6/20,12421,10868,280
2020/6/21,12438,10881,280
2020/6/22,12484,10908,281
2020/6/23,12535,10930,281
2020/6/24,12563,10974,282
2020/6/25,12602,11172,282
2020/6/26,12653,11317,282
2020/6/27,12715,11364,282
2020/6/28,12757,11429,282
2020/6/29,12800,11537,282
2020/6/30,12850,11613,282
2020/7/1,12904,11684,282
2020/7/2,12967,11759,282
2020/7/3,13030,11811,283
2020/7/4,13091,11832,283
2020/7/5,13137,11848,284
2020/7/6,13181,11914,285
2020/7/7,13244,11970,285
2020/7/8,13293,12019,287
2020/7/9,13338,12065,288
2020/7/10,13373,12144,288
2020/7/11,13417,12178,289
2020/7/12,13479,12204,289
2020/7/13,13512,12282,289
2020/7/14,13551,12348,289
2020/7/15,13612,12396,291
2020/7/16,13672,12460,293
2020/7/17,13711,12519,294
2020/7/18,13745,12556,295
2020/7/19,13771,12572,296
2020/7/20,13816,12643,296
2020/7/21,13879,12698,297
2020/7/22,13938,12758,297
2020/7/23,13979,12817,298
2020/7/24,14092,12866,298
2020/7/25,14150,12890,298
2020/7/26,14175,12905,299
2020/7/27,14203,13007,300
2020/7/28,14251,13069,300
2020/7/29,14269,13132,300
2020/7/30,14305,13183,301
2020/7/31,14336,13233,301
2020/8/1,14366,13259,301
2020/8/2,14389,13280,301
2020/8/3,14423,13352,301
2020/8/4,14456,13406,302
2020/8/5,14499,13501,302
2020/8/6,14519,13543,303
2020/8/7,14562,13629,304
2020/8/8,14598,13642,305
2020/8/9,14626,13658,305
2020/8/10,14660,13729,305
2020/8/11,14714,13786,305
2020/8/12,14770,13817,305
2020/8/13,14873,13863,305
2020/8/14,15039,13901,305
2020/8/15,15318,13910,305
2020/8/16,15515,13917,305
2020/8/17,15761,13934,306
2020/8/18,16058,14006,306
2020/8/19,16346,14063,307
2020/8/20,16670,14120,309
2020/8/21,17002,14169,309
2020/8/22,17399,14200,309
2020/8/23,17665,14219,309
2020/8/24,17945,14286,310
2020/8/25,18265,14368,312
2020/8/26,18706,14461,313
2020/8/27,19077,14551,316
2020/8/28,19400,14765,321
2020/8/29,19699,14903,323
2020/8/30,19947,14973,324
2020/8/31,20182,15198,324
2020/9/1,20449,15356,326
2020/9/2,20644,15529,329
2020/9/3,20842,15783,331
2020/9/4,21010,16009,333
2020/9/5,21177,16146,334
2020/9/6,21296,16297,336
2020/9/7,21432,16636,341
2020/9/8,21588,17023,344
2020/9/9,21743,17360,346
2020/9/10,21919,17616,350
2020/9/11,22055,18029,355
2020/9/12,22176,18226,358
2020/9/13,22285,18489,363
2020/9/14,22391,18878,367
2020/9/15,22504,19310,367
2020/9/16,22657,19543,372
2020/9/17,22783,19771,377
2020/9/18,22893,19970,378
2020/9/19,22975,20158,383
2020/9/20,23045,20248,385
2020/9/21,23106,20441,388
2020/9/22,23216,20650,388
2020/9/23,23341,20832,393
2020/9/24,23455,20978,395
2020/9/25,23516,21166,399
2020/9/26,23611,21248,401
2020/9/27,23661,21292,406
2020/9/28,23699,21470,407
2020/9/29,23812,21590,413
2020/9/30,23889,21666,415
2020/10/1,23952,21733,416
2020/10/2,24027,21787,420
2020/10/3,24091,21845,421
2020/10/4,24164,21886,422
2020/10/5,24239,22083,422
2020/10/6,24353,22334,425
2020/10/7,24422,22463,427
2020/10/8,24476,22569,428
2020/10/9,24548,22624,430
2020/10/10,24606,22693,432
2020/10/11,24703,22729,433
2020/10/12,24805,22863,434
2020/10/13,24889,23030,438
2020/10/14,24988,23082,439
2020/10/15,25035,23180,441
2020/10/16,25108,23258,443
2020/10/17,25199,23312,444
2020/10/18,25275,23368,444
2020/10/19,25333,23466,447
2020/10/20,25424,23584,450
2020/10/21,25543,23647,453
2020/10/22,25698,23717,455
2020/10/23,25775,23834,457
2020/10/24,25836,23869,457
2020/10/25,25955,23905,457
2020/10/26,26043,23981,460
2020/10/27,26146,24073,461
2020/10/28,26271,24168,462
2020/10/29,26385,24227,463
2020/10/30,26511,24311,464
2020/10/31,26635,24357,466
2020/11/1,26732,24395,468
2020/11/2,26807,24510,472
2020/11/3,26925,24616,474
2020/11/4,27050,24735,475
2020/11/5,27195,24821,476
2020/11/6,27284,24910,477
2020/11/7,27427,24968,478
2020/11/8,27553,25029,480
2020/11/9,27653,25160,485
2020/11/10,27799,25266,487
2020/11/11,27942,25404,487
2020/11/12,28133,25537,488
2020/11/13,28338,25636,492
2020/11/14,28546,25691,493
2020/11/15,28769,25759,494
2020/11/16,28998,25860,494
2020/11/17,29311,25973,496
2020/11/18,29654,26098,498
2020/11/19,30017,26263,501
2020/11/20,30403,26365,503
2020/11/21,30733,26466,505
2020/11/22,31004,26539,509
2020/11/23,31353,26722,510
2020/11/24,31735,26825,513
2020/11/25,32318,26950,515
2020/11/26,32887,27103,516
2020/11/27,33375,27349,522
2020/11/28,33824,27542,523
2020/11/29,34201,27653,526
2020/11/30,34652,27885,526
2020/12/1,35163,28065,526
2020/12/2,35703,28352,529
2020/12/3,36332,28611,536
2020/12/4,36915,28917,540
2020/12/5,37546,29128,545
2020/12/6,38161,29301,549
2020/12/7,38755,29650,552
2020/12/8,39432,30177,556
2020/12/9,40098,30637,564
2020/12/10,40786,31157,572
2020/12/11,41736,31493,578
2020/12/12,42766,31814,580
2020/12/13,43484,32102,587
2020/12/14,44364,32559,600
2020/12/15,45442,32947,612
2020/12/16,46453,33610,634
2020/12/17,47515,33982,645
2020/12/18,48570,34334,659
2020/12/19,49665,34722,674
2020/12/20,50591,35155,698
2020/12/21,51460,35928,722
2020/12/22,52550,36726,739
2020/12/23,53533,37425,756
2020/12/24,54770,38048,773
2020/12/25,55902,38532,793
2020/12/26,56872,39040,808
2020/12/27,57680,39268,819
2020/12/28,58725,40703,859
2020/12/29,59773,41435,879
2020/12/30,60740,42271,900
2020/12/31,61769,42953,917
2021/1/1,62593,43578,942
2021/1/2,63244,44507,962
2021/1/3,64264,45240,981
2021/1/4,64979,46172,1007
2021/1/5,65818,46995,1027
2021/1/6,66686,47649,1046
2021/1/7,67358,48369,1081
2021/1/8,67999,49324,1100
2021/1/9,68664,50409,1125
2021/1/10,69114,52552,1140
2021/1/11,69651,53569,1165
2021/1/12,70212,54636,1185
2021/1/13,70728,55772,1195
2021/1/14,71241,56536,1217
2021/1/15,71820,57554,1236
2021/1/16,72340,58253,1249
2021/1/17,72729,58723,1264
2021/1/18,73115,59468,1283
2021/1/19,73518,60180,1300
2021/1/20,73918,60846,1316
2021/1/21,74262,61415,1328
2021/1/22,74692,62044,1337
2021/1/23,75084,62530,1349
2021/1/24,75521,62956,1360
2021/1/25,75875,64793,1371
2021/1/26,76429,65478,1378
2021/1/27,76926,66016,1386
2021/1/28,77395,66503,1399
2021/1/29,77850,67121,1414
2021/1/30,78205,67878,1420
2021/1/31,78508,68309,1425
2021/2/1,78844,68775,1435
2021/2/2,79311,69299,1441
2021/2/3,79762,69704,1448
2021/2/4,80131,70117,1459
2021/2/5,80524,70505,1464
2021/2/6,80896,70865,1471
2021/2/7,81185,71218,1474
2021/2/8,81487,71676,1482
2021/2/9,81930,72226,1486
2021/2/10,82434,72638,1496
2021/2/11,82837,72936,1507
2021/2/12,83199,73227,1514
2021/2/13,83525,73559,1522
2021/2/14,83869,73794,1527
2021/2/15,84325,74551,1534
2021/2/16,84946,75360,1538
2021/2/17,85567,75896,1544
2021/2/18,86128,76513,1550
2021/2/19,86574,77083,1553
